Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Player,Span,Nation,Pos,Squad,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Iñigo Martínez,2024-25,es ESP,DF,Barcelona,27.7,5,0,0,18,28,0,8,18,14,1,0,0,126,58,33,63.7
Gonçalo Inácio,2025-26,pt POR,DF,Sporting CP,13.5,2,0,0,11,15,0,2,11,17,1,0,0,78,28,27,50.9
