Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,match_id
Ferrán Torres,7.0,es ESP,FW,25-183,77,0,0,0,0,0,0,0,0,24,0,0,2,0.0,0.0,0.1,2,0,12,17,70.6,1,11,1,0,0,38c8e28a
Robert Lewandowski,9.0,pl POL,FW,37-010,13,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,4,0,2,0,38c8e28a
Raphinha,11.0,br BRA,LW,28-260,61,0,0,0,0,1,0,0,0,30,2,0,1,0.2,0.2,0.0,1,0,15,20,75.0,0,18,1,0,0,38c8e28a
Marcus Rashford,14.0,eng ENG,LW,27-304,29,0,0,0,0,1,0,0,0,14,0,0,0,0.0,0.0,0.1,1,0,7,9,77.8,2,9,2,3,1,38c8e28a
Lamine Yamal,10.0,es ESP,RW,18-049,90,1,0,1,1,2,1,0,0,48,4,0,1,0.9,0.1,0.2,6,2,17,24,70.8,2,32,4,6,3,38c8e28a
Dani Olmo,20.0,es ESP,AM,27-116,61,0,0,0,0,3,1,0,0,34,0,0,1,0.4,0.4,0.1,1,0,18,22,81.8,4,17,1,2,0,38c8e28a
Fermin López,16.0,es ESP,AM,22-112,29,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,4,7,57.1,2,6,1,2,2,38c8e28a
Pedri,8.0,es ESP,DM,22-279,90,0,0,0,0,1,0,0,0,77,1,0,2,0.0,0.0,0.0,3,0,51,62,82.3,6,49,2,4,1,38c8e28a
Frenkie de Jong,21.0,nl NED,DM,28-111,90,0,0,0,0,0,0,0,0,79,7,5,0,0.0,0.0,0.0,3,0,59,65,90.8,9,41,7,1,0,38c8e28a
Alejandro Balde,3.0,es ESP,LB,21-317,77,0,0,0,0,0,0,0,0,41,0,0,2,0.0,0.0,0.0,1,0,27,31,87.1,4,12,2,3,3,38c8e28a
Gerard Martín,18.0,es ESP,LB,23-242,13,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,2,0,7,10,70.0,1,3,0,0,0,38c8e28a
Andreas Christensen,15.0,dk DEN,CB,29-143,90,0,0,0,0,1,0,0,0,44,1,1,1,0.0,0.0,0.0,0,0,36,36,100.0,0,16,0,0,0,38c8e28a
Eric García,24.0,es ESP,CB,24-234,90,0,0,0,0,2,0,0,0,89,0,1,2,0.3,0.3,0.0,0,0,59,76,77.6,2,51,1,0,0,38c8e28a
Jules Koundé,23.0,fr FRA,RB,26-292,90,0,0,0,0,0,0,1,0,70,1,1,1,0.0,0.0,0.0,1,0,43,60,71.7,3,32,0,1,1,38c8e28a
Joan García,13.0,es ESP,GK,24-119,90,0,0,0,0,0,0,0,0,47,1,0,0,0.0,0.0,0.0,0,0,37,43,86.0,0,30,0,0,0,38c8e28a
15 Players,,,,,990,1,0,1,1,11,2,1,0,623,18,8,14,1.8,1.0,0.5,21,2,393,485,81.0,36,331,22,24,11,38c8e28a
