Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Touches,Performance_Tkl,Performance_Int,Performance_Blocks,Expected_xG,Expected_npxG,Expected_xAG,SCA_SCA,SCA_GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,match_id
Robert Lewandowski,9.0,pl POL,FW,37-103,66,0,0,0,1,3,1,0,0,24,0,0,3,1.2,0.4,0.0,2,0,10,16,62.5,0,11,0,1,1,d2ff2a0d
Ferrán Torres,7.0,es ESP,"FW,AM",25-276,24,1,0,0,0,1,1,0,0,10,0,0,0,0.4,0.4,0.0,0,0,4,6,66.7,0,5,0,0,0,d2ff2a0d
Raphinha,11.0,br BRA,LW,28-353,73,1,0,0,0,4,1,0,0,37,1,0,1,1.1,1.1,0.1,4,1,19,27,70.4,3,20,4,2,2,d2ff2a0d
Pedro Fernandez,27.0,es ESP,"LW,RW",17-324,17,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,3,2,0,1,0,d2ff2a0d
Lamine Yamal,10.0,es ESP,RW,18-142,87,0,0,0,0,3,0,0,0,76,1,0,0,0.1,0.1,0.6,4,0,39,58,67.2,4,40,8,16,9,d2ff2a0d
Andreas Christensen,15.0,dk DEN,DM,29-236,3,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,d2ff2a0d
Dani Olmo,20.0,es ESP,AM,27-209,65,1,0,0,0,2,1,0,0,48,1,0,1,0.5,0.5,0.1,5,1,29,36,80.6,5,20,4,2,0,d2ff2a0d
Marcus Rashford,14.0,eng ENG,"AM,LW,FW",28-032,25,0,0,0,0,2,1,0,0,14,1,0,0,0.1,0.1,0.0,2,1,6,10,60.0,1,5,1,0,0,d2ff2a0d
Pedri,8.0,es ESP,DM,23-007,73,0,1,0,0,0,0,0,0,68,3,1,0,0.0,0.0,0.8,5,2,60,64,93.8,7,42,4,3,3,d2ff2a0d
Marc Casado,17.0,es ESP,"DM,AM",22-079,17,0,0,0,0,0,0,0,0,11,1,0,1,0.0,0.0,0.0,2,0,8,8,100.0,0,5,0,0,0,d2ff2a0d
Eric García,24.0,es ESP,DM,24-327,90,0,0,0,0,0,0,0,0,62,3,1,1,0.0,0.0,0.0,2,0,43,50,86.0,5,21,0,0,0,d2ff2a0d
Alejandro Balde,3.0,es ESP,LB,22-045,90,0,1,0,0,3,1,0,0,48,0,2,2,0.1,0.1,0.5,3,1,35,39,89.7,2,28,0,1,1,d2ff2a0d
Gerard Martín,18.0,es ESP,CB,23-335,90,0,0,0,0,0,0,1,0,83,3,3,2,0.0,0.0,0.0,3,0,58,66,87.9,7,42,0,0,0,d2ff2a0d
Pau Cubarsí,5.0,es ESP,CB,18-314,90,0,0,0,0,0,0,0,0,99,0,0,1,0.0,0.0,0.0,3,0,82,90,91.1,7,48,0,0,0,d2ff2a0d
Jules Koundé,23.0,fr FRA,RB,27-020,90,0,0,0,0,0,0,0,0,105,3,2,1,0.0,0.0,0.0,1,0,77,87,88.5,4,43,1,5,3,d2ff2a0d
Joan García,13.0,es ESP,GK,24-212,90,0,0,0,0,0,0,0,0,35,1,0,0,0.0,0.0,0.0,0,0,29,32,90.6,0,20,0,0,0,d2ff2a0d
16 Players,,,,,990,3,2,0,1,18,6,1,0,729,18,9,14,3.6,2.8,2.2,36,6,505,596,84.7,48,352,22,31,19,d2ff2a0d
