Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Player,Span,Nation,Pos,Squad,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Iñigo Martínez,2024-25,es ESP,DF,Barcelona,27.7,5,0,0,18,28,0,8,18,14,1,0,0,126,58,33,63.7
Nico Schlotterbeck,2024-25,de GER,DF,Dortmund,22.0,7,2,1,18,19,0,14,22,24,0,1,0,157,52,27,65.8
